Number,Assigned space,Identifier,24-8-2023,25-8-2023,26-8-2023,27-8-2023,28-8-2023,29-8-2023,30-8-2023,31-8-2023,1-9-2023,2-9-2023,3-9-2023,4-9-2023,5-9-2023,6-9-2023,7-9-2023,8-9-2023,9-9-2023,10-9-2023,11-9-2023,12-9-2023,13-9-2023,14-9-2023,15-9-2023,16-9-2023,17-9-2023,18-9-2023,19-9-2023,20-9-2023,21-9-2023,22-9-2023,23-9-2023,24-9-2023,25-9-2023,26-9-2023,27-9-2023,28-9-2023,29-9-2023,30-9-2023,1-10-2023,2-10-2023,3-10-2023,4-10-2023,5-10-2023,6-10-2023,7-10-2023,8-10-2023,9-10-2023,10-10-2023,11-10-2023,12-10-2023,13-10-2023,14-10-2023,15-10-2023,16-10-2023,17-10-2023,18-10-2023,19-10-2023,20-10-2023,21-10-2023,22-10-2023,23-10-2023,24-10-2023,25-10-2023,26-10-2023,27-10-2023,28-10-2023,29-10-2023,30-10-2023,31-10-2023,1-11-2023,2-11-2023,3-11-2023,4-11-2023,5-11-2023,6-11-2023,7-11-2023,8-11-2023,9-11-2023,10-11-2023,11-11-2023,12-11-2023,13-11-2023,14-11-2023,15-11-2023,16-11-2023,17-11-2023,18-11-2023,19-11-2023,20-11-2023,21-11-2023,22-11-2023,23-11-2023,24-11-2023,25-11-2023,26-11-2023,27-11-2023,28-11-2023,29-11-2023,30-11-2023,1-12-2023,2-12-2023,3-12-2023,4-12-2023,5-12-2023,6-12-2023,7-12-2023,8-12-2023,9-12-2023,10-12-2023,11-12-2023,12-12-2023,13-12-2023,14-12-2023,15-12-2023,16-12-2023,17-12-2023,18-12-2023,19-12-2023,20-12-2023,21-12-2023,22-12-2023,23-12-2023
349213,Comfort Double - 0245,b9e9912e-4443-4bca-b3fd-aff900ce1e92,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349215,Comfort Double - 0247,adbe8568-baa2-4209-bf2d-aff900ce1e92,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349212,Comfort Double - 0249,ba691c96-68e1-4217-b7d8-aff900ce1e92,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349230,Comfort Double - 0242,75aed709-3ff1-46e2-ab4c-aff900df6f53,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349231,Comfort Double - 0243,b0c1d617-c440-40c6-9500-aff900df6f53,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356621,Comfort Double - 0244,403cc3b5-259d-41c9-a806-b01b00565260,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375168,Comfort Double - 0633,cdfa786f-b873-4dc0-b407-b06c012780df,,,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375451,Comfort Double - 0718,19633f08-7dd2-4194-b709-b06d013dfb98,,,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371942,Comfort Double - 0835,dc3490e3-07f0-4fe1-8533-b05f00d70b87,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.45,190.6,216.1,216.95,102.2,127.7,129.4,133.65,134.5,242.45,198.25,261.15,131.95,150.65,168.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367888,Comfort Double - 0250,2d832215-15b1-47e9-a289-b04d00df465e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380153,Comfort Double - 0535,fd086cad-c89b-42c2-a9d7-b083009fc009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.15,133.45,151.3,156.4,144.5,175.95,169.15,154.7,130.9,161.5,192.95,279.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378410,Comfort Double - 0402,2c7f9f13-5700-46db-ae90-b07a00a1f954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378462,Comfort Double - 0418,32f9da5a-3f4b-4c6e-b378-b07a00ca3bbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378411,Comfort Double - 0507,90a8a94f-2d36-47c1-907e-b07a00a1f954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345926,Comfort Double - 0601,c2a24bb9-881f-4b84-8791-afea014b3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2,130.4,135.2,139.2,165.6,168.8,151.2,145.6,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347627,Comfort Double - 0731,b55e2560-c8f0-4d01-896b-aff10042c022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,184.0,215.0,218.0,199.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380617,Comfort Twin - 0310,5710cca3-79ed-43c8-adb8-b08500db3dea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.75,114.4,121.77,129.14,172.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375064,Comfort Double - 0431,d843eb98-c644-445d-8a51-b06c00c262de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330394,Comfort Double - 0706,040af176-eb34-481c-83dc-afa300c81d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346969,Comfort Double - 0831,5595dcc8-6faa-4f50-8720-afef00f8ce14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,167.2,170.4,153.6,145.6,154.4,157.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381657,Comfort Double - 0214,1d09b076-465c-44d9-a21f-b08a00fa78d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355699,Comfort Double - 0218,7cbe3839-256d-42e3-aa64-b01700dbee9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,229.0,219.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355698,Comfort Double - 0220,09fcc5c2-6cb6-4966-b557-b01700dbee9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,229.0,219.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345275,Comfort Double - 0320,c5a467d4-0e26-470c-b4ff-afe900f0858b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6,165.6,147.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380897,Comfort Double - 0501,6520de8f-3a4e-4ca0-84f1-b0860107c229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,144.5,204.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380264,Comfort Double - 0502,5f8b3fd5-a6b1-4f05-84e6-b0830121e24f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.25,140.25,146.2,122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380825,Comfort Double - 0603,228144e6-2bc9-4c73-9377-b08600a4c269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,153.0,220.5,142.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330392,Comfort Double - 0616,9609b20f-a9f5-4e55-8cd3-afa300c81d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357708,Comfort Double - 0629,0c9ec647-0b51-44d9-a816-b01f011c76e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8,172.08,158.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380694,Comfort Double - 0703,5d2ec1be-0457-46b9-ab9a-b0850112d31e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,235.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353493,Comfort Double - 0707,2de75c2c-acdc-4a25-bbc1-b00e0142693c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.56,164.88,144.0,131.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352055,Comfort Double - 0709,ad634529-afa5-46cc-a6c5-b00700d4dc4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9,189.55,184.45,154.7,164.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376419,Comfort Twin - 0312,8c6e727e-0843-49a7-9223-b072016745bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,187.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376420,Comfort Twin - 0321,4cead920-f86f-4eca-b5bb-b072016745bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,187.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381030,Comfort Twin - 0333,30463ce8-92a8-4312-8b0e-b08700c3456e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,136.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381029,Comfort Twin - 0335,f800a515-7f6d-4e34-b97c-b08700c3456e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,136.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379828,Comfort Twin - 0427,23ac1e53-0eb7-42bd-9c66-b082008db001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,201.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381075,Comfort Twin - 0512,9e52bb5f-bc4f-4e7e-a43c-b08701031f5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,136.0,208.0,128.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380254,Comfort Twin - 0717,3554f740-f18e-47da-9afc-b0830116f8de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5,148.5,154.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340870,Comfort Triple - 0537,30329068-5f7a-4991-a1ff-afd60082d699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,228.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340252,Comfort Triple - 0737,699e72b3-a10b-42b4-a8b4-afd2016c738a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0,228.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356502,Premium Double - 0621,64a719f0-d6ec-4ad6-8b5c-b01a00e30a97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.4,183.68,172.2,137.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380905,Premium Double - 0625,9d985ad7-720e-46ce-b877-b086011145e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.05,165.75,165.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380313,Premium Double - 0721,53a3f843-3203-4cae-b916-b08400482890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,219.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367482,Premium Twin - 0827,fb2fb903-8b63-4e9d-b77d-b04a0150e132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,216.8,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380497,Comfort Double - 0216,09036247-53b1-4bec-bc12-b084012b9d02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,206.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381741,Comfort Double - 0246,f3872ca2-fa52-426c-8d7b-b08b0085d7b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,141.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380877,Comfort Double - 0309,43a9dcac-b840-4489-9d0d-b08600f3f439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.4,197.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380300,Comfort Double - 0327,c7bea5f5-4628-4d5e-aa61-b0830151daf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378539,Comfort Double - 0401,773310e0-ac74-41de-a9ae-b07a010bd8b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,180.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380301,Comfort Double - 0405,66e604b4-5e66-4959-841d-b0830151daf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380257,Comfort Double - 0406,4aeb2622-282b-42da-b76f-b08301198d3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5,154.8,129.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376716,Comfort Double - 0420,a9f77fa5-0794-4d6b-9c58-b073015b16a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.93,144.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380240,Comfort Double - 0423,7d770797-cb8d-4bdb-9aa4-b08301006829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5,154.8,129.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377739,Comfort Double - 0429,95aa7195-1ac1-4af3-8dbd-b07601352eaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377732,Comfort Double - 0506,95944f67-8f1f-49e4-9f32-b076012aa0f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2,159.8,183.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377733,Comfort Double - 0509,cee91d5c-e011-42b6-9b02-b076012aa0f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2,159.8,183.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376609,Comfort Double - 0516,ae05aca5-3f56-4a6c-bc8b-b07300dbaafc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377734,Comfort Double - 0518,1f11de14-b408-48c2-8eba-b076012aa0f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.2,159.8,183.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376412,Comfort Double - 0520,f048e713-e348-455d-bef0-b07201491ab5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.7,119.55,144.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376149,Comfort Double - 0521,75acc8ce-ec4a-4e2b-b956-b07100312c8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,152.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376150,Comfort Double - 0523,37e3872c-4067-4a1f-89c5-b07100312c8f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,152.0,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376126,Comfort Double - 0529,bbf66039-0226-45ae-ba26-b070013e3fa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369403,Comfort Double - 0533,c0ab865f-600a-4a6b-bf17-b05800a605bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94,42.94,42.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375065,Comfort Double - 0602,656c177e-c047-480f-ace8-b06c00c262de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
