Number,Status,Arrival,Departure,Count (nights),"Count (bed, nightly)",Requested category,Space category,Person count,Adults,Children
354135,Checked out,2023-10-06 14:18:34.537,2023-10-08 09:22:01.056,2,4,Comfort Double,Comfort Double,2,2,0
353529,Checked out,2023-10-06 22:53:11.721,2023-10-08 08:57:36.222,2,4,Comfort Double,Comfort Double,2,2,0
353528,Checked out,2023-10-06 22:52:39.393,2023-10-08 08:53:25.617,2,4,Comfort Double,Comfort Double,2,2,0
383118,Checked out,2023-10-06 16:04:08.304,2023-10-07 10:16:37.093,1,2,Comfort Double,Comfort Double,2,2,0
381345,Checked out,2023-10-06 22:30:45.331,2023-10-08 10:19:01.444,2,4,Comfort Double,Comfort Double,2,2,0
383192,Checked out,2023-10-06 19:10:57.683,2023-10-08 07:15:47.155,2,4,Comfort Double,Comfort Double,2,2,0
383193,Checked out,2023-10-06 17:49:35.567,2023-10-08 10:49:31.521,2,4,Comfort Twin,Comfort Twin,2,2,0
382532,Checked out,2023-10-06 14:04:50.155,2023-10-09 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
348910,Checked out,2023-10-06 17:01:00.581,2023-10-11 06:02:25.362,5,10,Comfort Twin,Comfort Twin,2,2,0
360777,Checked out,2023-10-06 11:44:50.193,2023-10-10 07:16:28.253,4,8,Comfort Accessible,Comfort Twin,2,2,0
358422,Checked out,2023-10-06 12:38:27.602,2023-10-08 09:36:02.883,2,4,Comfort Twin,Comfort Twin,2,2,0
358420,Checked out,2023-10-06 12:39:01.662,2023-10-08 09:36:56.507,2,4,Comfort Twin,Comfort Twin,2,2,0
358423,Checked out,2023-10-06 12:39:23.908,2023-10-08 09:18:40.512,2,4,Comfort Twin,Comfort Twin,2,2,0
358421,Checked out,2023-10-06 12:40:15.054,2023-10-08 09:36:47.556,2,4,Comfort Twin,Comfort Twin,2,2,0
358419,Checked out,2023-10-06 12:40:32.668,2023-10-08 09:37:13.744,2,4,Comfort Twin,Comfort Twin,2,2,0
378681,Checked out,2023-10-06 14:40:48.634,2023-10-08 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,2,0
353641,Checked out,2023-10-06 12:47:36.295,2023-10-09 10:29:29.458,3,6,Comfort Twin,Comfort Twin,2,2,0
382499,Checked out,2023-10-06 11:39:14.812,2023-10-08 10:11:35.372,2,4,Comfort Twin,Comfort Twin,2,2,0
383223,Checked out,2023-10-06 16:54:15.558,2023-10-08 08:46:07.074,2,4,Comfort Twin,Comfort Twin,2,2,0
383068,Checked out,2023-10-06 11:59:26.804,2023-10-07 10:47:59.524,1,3,Comfort Triple,Comfort Triple,3,3,0
380513,Checked out,2023-10-06 19:55:55.906,2023-10-07 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
360997,Checked out,2023-10-06 16:42:40.473,2023-10-07 07:37:24.962,1,3,Comfort Triple,Comfort Triple,3,3,0
382609,Checked out,2023-10-06 16:22:40.328,2023-10-08 11:00:00.000,2,4,Premium Double,Premium Double,2,2,0
382610,Checked out,2023-10-06 16:23:12.835,2023-10-08 11:00:00.000,2,4,Premium Double,Premium Double,2,2,0
383100,Checked out,2023-10-06 12:49:53.136,2023-10-08 11:00:00.000,2,4,Premium Double,Premium Double,2,2,0
375214,Checked out,2023-10-06 15:35:59.506,2023-10-07 13:00:00.000,1,2,Premium Double,Premium Double,2,2,0
383336,Checked out,2023-10-06 16:58:28.769,2023-10-08 07:54:59.217,2,4,Premium Double,Premium Double,2,2,0
382503,Checked out,2023-10-06 18:35:43.133,2023-10-08 11:00:00.000,2,2,Premium Double,Premium Double,1,1,0
383244,Checked out,2023-10-06 17:31:11.436,2023-10-07 10:37:14.893,1,2,Premium Double,Premium Double,2,2,0
383243,Checked out,2023-10-06 17:30:42.336,2023-10-07 10:37:02.224,1,2,Premium Double,Premium Double,2,2,0
379475,Checked out,2023-10-06 18:10:32.081,2023-10-07 10:47:03.907,1,2,Premium Double,Premium Double,2,2,0
382668,Checked out,2023-10-06 11:37:34.923,2023-10-08 08:45:29.970,2,4,Premium Double,Premium Double,2,2,0
378703,Checked out,2023-10-06 18:49:20.941,2023-10-08 09:46:11.507,2,2,Premium Double,Premium Double,1,1,0
376521,Checked out,2023-10-06 22:36:09.121,2023-10-08 10:31:59.752,2,4,Premium Double,Premium Double,2,2,0
366115,Checked out,2023-10-06 12:37:33.733,2023-10-08 09:55:18.928,2,4,Premium Double,Premium Double,2,2,0
378560,Checked out,2023-10-06 15:54:37.077,2023-10-08 10:14:57.844,2,4,Premium Double,Premium Double,2,2,0
379268,Checked out,2023-10-06 16:48:18.871,2023-10-08 10:18:00.415,2,4,Premium Twin,Premium Twin,2,2,0
383401,Checked out,2023-10-07 17:21:47.080,2023-10-08 08:56:56.852,1,2,Comfort Accessible,Comfort Accessible,2,2,0
368755,Checked out,2023-10-07 16:52:34.729,2023-10-12 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
380168,Checked out,2023-10-07 07:44:46.760,2023-10-08 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
382621,Checked out,2023-10-07 18:01:15.320,2023-10-09 10:35:27.547,2,4,Comfort Double,Comfort Double,2,2,0
369035,Checked out,2023-10-07 10:10:58.535,2023-10-10 09:02:37.794,3,6,Comfort Double,Comfort Double,2,2,0
381595,Checked out,2023-10-07 14:14:03.081,2023-10-11 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
376394,Checked out,2023-10-07 13:01:34.034,2023-10-09 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
382491,Checked out,2023-10-07 21:52:06.149,2023-10-09 10:45:33.462,2,2,Comfort Double,Comfort Double,1,1,0
377630,Checked out,2023-10-07 13:18:50.290,2023-10-11 06:49:44.589,4,8,Comfort Double,Comfort Double,2,2,0
382297,Checked out,2023-10-07 17:19:09.575,2023-10-08 08:09:44.914,1,2,Comfort Double,Comfort Double,2,2,0
370792,Checked out,2023-10-07 17:42:23.887,2023-10-09 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
382377,Checked out,2023-10-07 12:12:36.437,2023-10-08 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
381307,Checked out,2023-10-07 18:51:21.754,2023-10-08 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
381306,Checked out,2023-10-07 18:51:57.497,2023-10-08 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
381305,Checked out,2023-10-07 18:52:31.115,2023-10-08 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
361946,Checked out,2023-10-07 13:30:18.898,2023-10-10 08:45:16.132,3,6,Comfort Double,Comfort Double,2,2,0
366246,Checked out,2023-10-07 13:14:24.428,2023-10-13 10:55:06.469,6,12,Comfort Double,Comfort Double,2,2,0
352139,Checked out,2023-10-07 14:48:28.139,2023-10-09 10:59:21.927,2,4,Comfort Double,Comfort Double,2,2,0
381020,Checked out,2023-10-07 13:28:39.417,2023-10-09 12:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
380819,Checked out,2023-10-07 15:13:58.201,2023-10-09 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
379785,Checked out,2023-10-07 14:19:16.075,2023-10-11 05:00:44.802,4,4,Comfort Double,Comfort Double,1,1,0
380903,Checked out,2023-10-07 19:28:30.282,2023-10-08 08:22:32.742,1,1,Comfort Double,Comfort Double,1,1,0
382165,Checked out,2023-10-07 23:56:42.454,2023-10-08 10:12:02.059,1,2,Comfort Double,Comfort Double,2,2,0
380820,Checked out,2023-10-07 20:36:57.891,2023-10-08 09:46:36.859,1,2,Comfort Double,Comfort Double,2,2,0
377847,Checked out,2023-10-07 15:22:53.457,2023-10-08 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
378633,Checked out,2023-10-07 14:45:39.645,2023-10-10 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
380231,Checked out,2023-10-07 13:49:36.720,2023-10-09 10:18:03.304,2,4,Comfort Double,Comfort Double,2,2,0
382196,Checked out,2023-10-07 14:37:46.058,2023-10-08 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
382468,Checked out,2023-10-07 16:12:57.714,2023-10-08 10:49:50.244,1,2,Comfort Double,Comfort Double,2,2,0
368935,Checked out,2023-10-07 14:58:34.497,2023-10-09 10:13:01.556,2,4,Comfort Double,Comfort Double,2,2,0
311611,Checked out,2023-10-07 11:33:16.777,2023-10-09 08:54:31.640,2,4,Comfort Double,Comfort Double,2,2,0
379674,Checked out,2023-10-07 16:49:37.216,2023-10-09 09:15:37.803,2,4,Comfort Double,Comfort Double,2,2,0
372923,Checked out,2023-10-07 16:58:28.900,2023-10-09 06:09:42.007,2,4,Comfort Double,Comfort Double,2,2,0
311610,Checked out,2023-10-07 11:32:33.635,2023-10-09 08:52:58.609,2,4,Comfort Double,Comfort Double,2,2,0
381531,Checked out,2023-10-07 11:16:29.682,2023-10-08 10:51:35.534,1,2,Comfort Double,Comfort Double,2,2,0
357468,Checked out,2023-10-07 11:25:47.455,2023-10-08 10:19:57.286,1,2,Comfort Double,Comfort Double,2,2,0
370739,Checked out,2023-10-07 14:55:42.136,2023-10-08 08:01:00.106,1,2,Comfort Double,Comfort Double,2,2,0
382467,Checked out,2023-10-07 15:04:53.375,2023-10-08 10:44:40.620,1,1,Comfort Double,Comfort Double,1,1,0
383119,Checked out,2023-10-07 19:02:18.168,2023-10-08 10:50:05.694,1,1,Comfort Double,Comfort Double,1,1,0
382418,Checked out,2023-10-07 16:23:29.655,2023-10-08 10:52:13.849,1,2,Comfort Double,Comfort Double,2,2,0
378855,Checked out,2023-10-07 15:34:35.079,2023-10-08 10:42:01.328,1,2,Comfort Double,Comfort Double,2,2,0
382370,Checked out,2023-10-07 11:58:15.458,2023-10-08 10:12:39.526,1,2,Comfort Double,Comfort Double,2,2,0
379748,Checked out,2023-10-07 18:08:47.095,2023-10-10 10:12:24.692,3,6,Comfort Twin,Comfort Twin,2,2,0
343317,Checked out,2023-10-07 16:53:09.920,2023-10-08 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,1,1
379749,Checked out,2023-10-07 18:08:27.188,2023-10-10 10:12:24.692,3,3,Comfort Twin,Comfort Twin,1,1,0
364042,Checked out,2023-10-07 16:38:17.615,2023-10-08 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
373875,Checked out,2023-10-07 15:06:02.018,2023-10-13 09:17:29.975,6,6,Comfort Twin,Comfort Twin,1,1,0
356538,Checked out,2023-10-07 15:01:46.651,2023-10-10 06:58:11.872,3,6,Comfort Twin,Comfort Twin,2,2,0
374992,Checked out,2023-10-07 12:10:09.137,2023-10-11 04:09:50.590,4,8,Comfort Twin,Comfort Twin,2,2,0
382476,Checked out,2023-10-07 12:04:47.629,2023-10-08 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
382056,Checked out,2023-10-07 19:23:45.603,2023-10-08 10:54:06.547,1,2,Comfort Twin,Comfort Twin,2,2,0
380351,Checked out,2023-10-07 22:53:11.671,2023-10-08 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
379343,Checked out,2023-10-07 14:51:53.720,2023-10-08 09:10:16.068,1,1,Comfort Twin,Comfort Twin,1,1,0
379391,Checked out,2023-10-07 11:52:09.703,2023-10-09 10:09:05.201,2,4,Comfort Twin,Comfort Twin,2,2,0
369745,Checked out,2023-10-07 12:59:12.223,2023-10-09 07:35:30.620,2,4,Comfort Twin,Comfort Twin,2,2,0
383391,Checked out,2023-10-07 15:24:20.353,2023-10-08 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
382055,Checked out,2023-10-07 19:24:45.302,2023-10-08 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
383395,Checked out,2023-10-07 12:58:07.904,2023-10-09 10:50:04.760,2,4,Comfort Twin,Comfort Twin,2,2,0
353119,Checked out,2023-10-07 13:39:30.928,2023-10-09 10:03:35.450,2,4,Comfort Twin,Comfort Twin,2,2,0
356537,Checked out,2023-10-07 15:00:36.657,2023-10-10 10:56:58.838,3,6,Comfort Twin,Comfort Twin,2,2,0
377909,Checked out,2023-10-07 13:57:51.782,2023-10-08 08:51:00.957,1,2,Comfort Twin,Comfort Twin,2,2,0
382469,Checked out,2023-10-07 13:57:03.424,2023-10-10 10:22:38.886,3,6,Comfort Twin,Comfort Twin,2,2,0
382057,Checked out,2023-10-07 19:25:21.485,2023-10-08 10:58:17.576,1,2,Comfort Twin,Comfort Twin,2,2,0
354960,Checked out,2023-10-07 16:44:42.119,2023-10-08 09:29:45.836,1,2,Comfort Twin,Comfort Twin,2,2,0
378760,Checked out,2023-10-07 15:16:22.880,2023-10-08 07:27:24.721,1,2,Comfort Twin,Comfort Twin,2,2,0
382054,Checked out,2023-10-07 19:25:42.621,2023-10-08 10:55:49.247,1,2,Comfort Twin,Comfort Twin,2,2,0
353017,Checked out,2023-10-07 13:09:37.702,2023-10-08 10:13:35.139,1,3,Comfort Triple,Comfort Triple,3,3,0
338671,Checked out,2023-10-07 15:13:40.404,2023-10-08 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
311994,Checked out,2023-10-07 13:37:18.535,2023-10-09 08:03:38.952,2,6,Comfort Triple,Comfort Triple,3,3,0
347996,Checked out,2023-10-07 17:58:06.514,2023-10-11 11:00:00.000,4,12,Comfort Triple,Comfort Triple,3,3,0
381596,Checked out,2023-10-07 14:15:12.441,2023-10-11 08:09:38.615,4,4,Premium Double,Premium Double,1,1,0
373137,Checked out,2023-10-07 16:08:17.767,2023-10-09 09:42:15.898,2,4,Premium Double,Premium Double,2,2,0
373138,Checked out,2023-10-07 16:09:30.243,2023-10-09 09:41:51.032,2,4,Premium Double,Premium Double,2,2,0
373139,Checked out,2023-10-07 16:08:55.119,2023-10-09 10:14:08.995,2,4,Premium Double,Premium Double,2,2,0
341270,Checked out,2023-10-07 11:53:46.222,2023-10-08 10:38:37.145,1,2,Premium Double,Premium Double,2,2,0
382276,Checked out,2023-10-08 00:06:17.051,2023-10-08 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
381034,Checked out,2023-10-07 11:48:54.646,2023-10-08 10:23:34.639,1,2,Premium Double,Premium Double,2,2,0
382255,Checked out,2023-10-07 19:24:34.796,2023-10-08 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
382256,Checked out,2023-10-07 19:25:13.347,2023-10-08 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
354865,Checked out,2023-10-07 11:52:05.949,2023-10-08 10:52:25.804,1,3,Premium Triple,Premium Triple,3,3,0
383545,Checked out,2023-10-08 19:07:35.534,2023-10-09 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
382536,Checked out,2023-10-08 21:14:01.410,2023-10-11 08:22:31.426,3,3,Comfort Double,Comfort Double,1,1,0
372984,Checked out,2023-10-08 17:08:33.233,2023-10-13 08:26:53.983,5,5,Comfort Double,Comfort Double,1,1,0
366602,Checked out,2023-10-08 15:16:58.245,2023-10-11 07:37:57.717,3,3,Comfort Double,Comfort Double,1,1,0
380561,Checked out,2023-10-08 15:25:03.751,2023-10-11 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
373514,Checked out,2023-10-08 23:26:46.284,2023-10-13 08:25:40.238,5,5,Comfort Double,Comfort Double,1,1,0
375998,Checked out,2023-10-08 15:39:10.057,2023-10-11 10:57:54.364,3,6,Comfort Double,Comfort Double,2,2,0
383262,Checked out,2023-10-09 00:37:13.824,2023-10-10 09:29:54.202,2,2,Comfort Double,Comfort Double,1,1,0
382556,Checked out,2023-10-08 13:51:15.769,2023-10-11 09:04:15.602,3,3,Comfort Double,Comfort Double,1,1,0
381468,Checked out,2023-10-08 12:38:33.023,2023-10-10 07:57:56.198,2,2,Comfort Double,Comfort Double,1,1,0
368745,Checked out,2023-10-08 12:31:02.694,2023-10-15 10:45:43.261,7,7,Comfort Double,Comfort Double,1,1,0
383400,Checked out,2023-10-08 12:56:54.765,2023-10-10 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
376871,Checked out,2023-10-08 18:55:36.279,2023-10-14 09:30:34.038,6,6,Comfort Double,Comfort Double,1,1,0
381582,Checked out,2023-10-08 20:27:41.699,2023-10-13 08:22:21.574,5,5,Comfort Double,Comfort Double,1,1,0
383061,Checked out,2023-10-08 21:39:04.017,2023-10-09 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
376151,Checked out,2023-10-08 16:54:24.993,2023-10-10 10:55:18.332,2,4,Comfort Double,Comfort Double,2,2,0
377247,Checked out,2023-10-08 14:46:31.753,2023-10-13 05:39:41.497,5,5,Comfort Double,Comfort Double,1,1,0
366599,Checked out,2023-10-08 13:58:19.131,2023-10-13 08:34:08.141,5,5,Comfort Double,Comfort Double,1,1,0
366600,Checked out,2023-10-08 19:27:05.930,2023-10-13 08:32:29.771,5,5,Comfort Double,Comfort Double,1,1,0
378067,Checked out,2023-10-08 12:40:13.991,2023-10-10 10:35:10.718,2,4,Comfort Double,Comfort Double,2,2,0
379207,Checked out,2023-10-08 18:58:02.178,2023-10-13 08:52:33.800,5,5,Comfort Double,Comfort Double,1,1,0
379615,Checked out,2023-10-08 21:14:49.090,2023-10-11 07:58:42.699,3,3,Comfort Double,Comfort Double,1,1,0
377529,Checked out,2023-10-08 16:20:44.828,2023-10-12 09:32:08.024,4,4,Comfort Double,Comfort Double,1,1,0
382831,Checked out,2023-10-08 14:32:53.204,2023-10-11 08:54:24.434,3,3,Comfort Double,Comfort Double,1,1,0
378977,Checked out,2023-10-08 20:15:08.590,2023-10-13 10:26:11.596,5,5,Comfort Double,Comfort Double,1,1,0
370094,Checked out,2023-10-08 21:31:44.655,2023-10-11 08:43:15.531,3,3,Comfort Double,Comfort Double,1,1,0
381474,Checked out,2023-10-08 17:48:05.069,2023-10-10 07:59:48.072,2,2,Comfort Double,Comfort Double,1,1,0
381473,Checked out,2023-10-08 22:04:25.595,2023-10-10 08:02:28.966,2,2,Comfort Double,Comfort Double,1,1,0
352304,Checked out,2023-10-08 16:29:14.225,2023-10-10 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
367727,Checked out,2023-10-08 12:43:38.143,2023-10-13 08:06:18.361,5,5,Comfort Double,Comfort Double,1,1,0
375531,Checked out,2023-10-08 13:05:22.652,2023-10-09 09:29:33.954,1,1,Comfort Double,Comfort Double,1,1,0
372025,Checked out,2023-10-08 13:13:16.912,2023-10-09 13:55:16.120,1,1,Comfort Double,Comfort Double,1,1,0
378670,Checked out,2023-10-08 21:40:09.450,2023-10-10 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
381470,Checked out,2023-10-08 22:05:37.637,2023-10-10 07:51:37.453,2,2,Comfort Double,Comfort Double,1,1,0
381573,Checked out,2023-10-08 21:24:48.697,2023-10-09 07:45:58.949,1,1,Comfort Double,Comfort Double,1,1,0
383428,Checked out,2023-10-08 16:28:03.933,2023-10-09 07:44:09.720,1,1,Comfort Double,Comfort Double,1,1,0
368462,Checked out,2023-10-08 21:36:50.082,2023-10-11 10:13:08.071,3,3,Comfort Twin,Comfort Twin,1,1,0
381650,Checked out,2023-10-08 20:05:20.644,2023-10-11 09:15:32.764,3,3,Comfort Twin,Comfort Twin,1,1,0
380597,Checked out,2023-10-08 23:39:32.535,2023-10-11 08:40:44.951,3,3,Comfort Twin,Comfort Twin,1,1,0
381386,Checked out,2023-10-08 18:42:31.551,2023-10-11 08:52:18.255,3,3,Comfort Twin,Comfort Twin,1,1,0
367796,Checked out,2023-10-08 16:23:27.402,2023-10-11 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
341413,Checked out,2023-10-08 15:10:04.797,2023-10-10 06:28:47.137,2,4,Comfort Twin,Comfort Twin,2,2,0
346683,Checked out,2023-10-08 21:28:51.932,2023-10-13 08:04:01.575,5,5,Comfort Twin,Comfort Twin,1,1,0
346682,Checked out,2023-10-08 18:35:53.864,2023-10-13 11:00:00.000,5,5,Comfort Twin,Comfort Twin,1,1,0
346686,Checked out,2023-10-08 14:23:37.548,2023-10-10 09:25:42.518,2,2,Comfort Twin,Comfort Twin,1,1,0
373509,Checked out,2023-10-08 13:14:13.817,2023-10-09 13:44:36.707,1,1,Premium Twin,Premium Twin,1,1,0
382611,Checked out,2023-10-09 19:36:30.848,2023-10-12 08:38:22.090,3,3,Comfort Double,Comfort Double,1,1,0
376675,Checked out,2023-10-09 17:18:12.990,2023-10-12 08:35:16.389,3,3,Comfort Double,Comfort Double,1,1,0
364992,Checked out,2023-10-09 16:47:44.056,2023-10-11 05:14:30.091,2,2,Comfort Double,Comfort Double,1,1,0
375372,Checked out,2023-10-09 19:52:15.543,2023-10-13 08:37:55.268,4,4,Comfort Double,Comfort Double,1,1,0
379270,Checked out,2023-10-09 23:23:08.935,2023-10-11 10:32:09.816,2,4,Comfort Double,Comfort Double,2,2,0
383270,Checked out,2023-10-09 21:08:22.602,2023-10-10 10:20:25.791,1,1,Comfort Double,Comfort Double,1,1,0
383581,Checked out,2023-10-09 11:04:13.709,2023-10-10 06:26:42.117,1,1,Comfort Double,Comfort Double,1,1,0
377027,Checked out,2023-10-09 20:21:06.015,2023-10-13 06:54:30.942,4,4,Comfort Double,Comfort Double,1,1,0
376719,Checked out,2023-10-09 10:45:22.662,2023-10-14 06:17:22.067,5,5,Comfort Double,Comfort Double,1,1,0
383544,Checked out,2023-10-09 16:57:23.030,2023-10-11 06:31:14.515,2,2,Comfort Double,Comfort Double,1,1,0
365805,Checked out,2023-10-09 12:42:55.069,2023-10-12 09:02:14.616,3,3,Comfort Double,Comfort Double,1,1,0
375201,Checked out,2023-10-09 12:29:55.906,2023-10-15 06:40:50.665,6,6,Comfort Double,Comfort Double,1,1,0
379068,Checked out,2023-10-09 12:05:03.942,2023-10-11 10:39:39.613,2,4,Comfort Double,Comfort Double,2,2,0
366221,Checked out,2023-10-09 16:36:10.493,2023-10-13 04:02:27.206,4,8,Comfort Double,Comfort Double,2,2,0
367199,Checked out,2023-10-09 20:01:14.275,2023-10-15 09:39:19.913,6,12,Comfort Double,Comfort Double,2,2,0
377982,Checked out,2023-10-09 23:27:05.743,2023-10-13 10:32:48.724,4,4,Comfort Double,Comfort Double,1,1,0
367906,Checked out,2023-10-09 17:48:20.446,2023-10-12 08:57:57.900,3,3,Comfort Double,Comfort Double,1,1,0
364990,Checked out,2023-10-09 16:55:36.522,2023-10-11 05:18:55.817,2,2,Comfort Double,Comfort Double,1,1,0
383726,Checked out,2023-10-09 20:36:50.524,2023-10-10 08:55:39.778,1,1,Comfort Double,Comfort Double,1,1,0
383711,Checked out,2023-10-09 18:48:38.540,2023-10-10 09:18:53.630,1,1,Comfort Double,Comfort Double,1,1,0
364993,Checked out,2023-10-09 23:25:23.132,2023-10-11 08:38:33.597,2,2,Comfort Double,Comfort Double,1,1,0
376672,Checked out,2023-10-09 17:19:20.623,2023-10-12 10:58:33.714,3,3,Comfort Double,Comfort Double,1,1,0
365806,Checked out,2023-10-09 21:50:40.958,2023-10-12 09:14:09.924,3,3,Comfort Double,Comfort Double,1,1,0
381287,Checked out,2023-10-09 22:53:38.952,2023-10-11 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
365808,Checked out,2023-10-09 14:07:47.480,2023-10-12 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
365807,Checked out,2023-10-09 18:21:44.875,2023-10-12 09:10:40.692,3,3,Comfort Double,Comfort Double,1,1,0
379187,Checked out,2023-10-09 21:30:33.281,2023-10-15 10:23:57.009,6,6,Comfort Double,Comfort Double,1,1,0
381150,Checked out,2023-10-09 12:38:47.768,2023-10-10 09:21:58.569,1,2,Comfort Double,Comfort Double,2,2,0
383665,Checked out,2023-10-09 13:11:32.827,2023-10-14 06:59:22.959,5,5,Comfort Double,Comfort Double,1,1,0
364995,Checked out,2023-10-09 20:39:40.803,2023-10-11 08:38:21.636,2,2,Comfort Double,Comfort Double,1,1,0
382975,Checked out,2023-10-09 22:35:31.552,2023-10-11 09:15:32.764,2,2,Comfort Double,Comfort Double,1,1,0
364991,Checked out,2023-10-09 12:11:15.008,2023-10-11 08:37:01.159,2,2,Comfort Double,Comfort Double,1,1,0
364987,Checked out,2023-10-09 18:04:28.289,2023-10-11 08:20:58.020,2,2,Comfort Double,Comfort Double,1,1,0
380210,Checked out,2023-10-09 21:13:48.671,2023-10-10 08:27:59.256,1,1,Comfort Double,Comfort Double,1,1,0
354817,Checked out,2023-10-09 16:59:30.129,2023-10-12 11:00:00.000,3,9,Comfort Double,Comfort Double,3,2,1
365633,Checked out,2023-10-09 16:54:37.500,2023-10-11 05:15:21.972,2,2,Comfort Double,Comfort Double,1,1,0
364996,Checked out,2023-10-09 18:36:02.661,2023-10-11 09:23:24.774,2,2,Comfort Double,Comfort Double,1,1,0
383475,Checked out,2023-10-09 13:00:37.180,2023-10-12 11:00:00.000,3,3,Comfort Twin,Comfort Twin,1,1,0
383115,Checked out,2023-10-09 16:58:16.450,2023-10-11 09:15:32.764,2,2,Comfort Twin,Comfort Twin,1,1,0
383004,Checked out,2023-10-09 20:18:26.671,2023-10-11 09:13:53.531,2,2,Comfort Twin,Comfort Twin,1,1,0
382448,Checked out,2023-10-09 19:13:56.681,2023-10-11 08:32:43.804,2,2,Comfort Twin,Comfort Twin,1,1,0
382893,Checked out,2023-10-09 18:50:22.727,2023-10-10 08:37:06.739,1,1,Comfort Twin,Comfort Twin,1,1,0
382892,Checked out,2023-10-09 18:49:44.397,2023-10-10 08:37:06.739,1,1,Comfort Twin,Comfort Twin,1,1,0
381750,Checked out,2023-10-09 14:58:30.525,2023-10-10 10:01:04.612,1,1,Comfort Twin,Comfort Twin,1,1,0
370625,Checked out,2023-10-09 09:34:26.769,2023-10-13 07:17:01.377,4,4,Comfort Twin,Comfort Twin,1,1,0
383477,Checked out,2023-10-09 09:41:21.919,2023-10-14 06:32:48.863,5,5,Comfort Twin,Comfort Twin,1,1,0
381432,Checked out,2023-10-09 19:16:06.532,2023-10-11 08:57:29.237,2,2,Comfort Twin,Comfort Twin,1,1,0
380707,Checked out,2023-10-09 23:02:11.644,2023-10-10 10:27:57.372,1,1,Comfort Twin,Comfort Twin,1,1,0
381635,Checked out,2023-10-09 17:39:52.455,2023-10-10 08:47:16.052,1,1,Comfort Twin,Comfort Twin,1,1,0
380708,Checked out,2023-10-09 23:04:49.322,2023-10-10 10:40:02.606,1,1,Comfort Twin,Comfort Twin,1,1,0
346685,Checked out,2023-10-09 23:36:58.223,2023-10-12 09:21:09.597,3,3,Comfort Twin,Comfort Twin,1,1,0
379742,Checked out,2023-10-09 13:15:58.597,2023-10-10 10:37:25.867,1,2,Comfort Twin,Comfort Twin,2,2,0
383532,Checked out,2023-10-09 16:09:14.549,2023-10-12 10:38:58.538,3,9,Comfort Triple,Comfort Triple,3,3,0
378108,Checked out,2023-10-09 11:12:04.885,2023-10-10 03:23:49.117,1,3,Comfort Triple,Comfort Triple,3,2,1
374893,Checked out,2023-10-09 10:21:58.330,2023-10-12 10:14:52.588,3,9,Comfort Triple,Comfort Triple,3,2,1
383533,Checked out,2023-10-09 16:10:22.218,2023-10-12 08:02:55.299,3,6,Premium Double,Premium Double,2,1,1
379863,Checked out,2023-10-09 22:59:19.129,2023-10-10 10:19:21.909,1,1,Premium Double,Premium Double,1,1,0
382552,Checked out,2023-10-09 18:31:01.542,2023-10-11 10:22:30.071,2,2,Premium Double,Premium Double,1,1,0
380217,Checked out,2023-10-09 19:45:26.966,2023-10-12 09:00:50.015,3,3,Premium Double,Premium Double,1,1,0
381598,Checked out,2023-10-09 17:59:00.427,2023-10-11 09:15:32.764,2,2,Premium Twin,Premium Twin,1,1,0
