Number,Status,Arrival,Departure,Count (nights),"Count (bed, nightly)",Requested category,Space category,Person count,Adults,Children
384939,Checked out,2023-10-24 22:39:06.794,2023-10-27 08:30:01.689,3,3,Comfort Double,Comfort Double,1,1,0
385727,Checked out,2023-10-24 08:37:23.742,2023-10-25 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
385814,Checked out,2023-10-24 18:35:51.310,2023-10-26 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
383471,Checked out,2023-10-24 11:01:12.970,2023-10-25 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384418,Checked out,2023-10-24 20:56:15.094,2023-10-25 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384642,Checked out,2023-10-24 20:31:48.115,2023-10-28 08:12:23.024,4,4,Comfort Double,Comfort Double,1,1,0
384987,Checked out,2023-10-24 23:37:28.608,2023-10-25 08:49:04.307,1,1,Comfort Double,Comfort Double,1,1,0
384005,Checked out,2023-10-24 17:29:19.369,2023-10-26 09:34:07.397,2,4,Comfort Double,Comfort Double,2,2,0
384925,Checked out,2023-10-24 20:41:42.714,2023-10-26 07:56:31.328,2,2,Comfort Double,Comfort Double,1,1,0
384709,Checked out,2023-10-24 23:15:39.996,2023-10-26 07:10:54.514,2,2,Comfort Double,Comfort Double,1,1,0
384369,Checked out,2023-10-24 15:33:27.118,2023-10-25 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384106,Checked out,2023-10-24 18:23:46.631,2023-10-25 08:57:59.591,1,1,Comfort Double,Comfort Double,1,1,0
384553,Checked out,2023-10-24 20:18:16.944,2023-10-26 09:03:20.756,2,2,Comfort Double,Comfort Double,1,1,0
384408,Checked out,2023-10-24 20:18:25.587,2023-10-26 07:09:28.195,2,2,Comfort Double,Comfort Double,1,1,0
384355,Checked out,2023-10-24 17:20:26.196,2023-10-26 10:52:04.612,2,4,Comfort Double,Comfort Double,2,2,0
381683,Checked out,2023-10-24 16:21:34.229,2023-10-25 08:21:55.727,1,1,Comfort Double,Comfort Double,1,1,0
385213,Checked out,2023-10-24 21:13:57.551,2023-10-25 08:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384340,Checked out,2023-10-24 18:23:49.522,2023-10-26 10:00:37.996,2,2,Comfort Double,Comfort Double,1,1,0
384258,Checked out,2023-10-24 14:37:47.133,2023-10-26 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
384243,Checked out,2023-10-24 14:36:54.299,2023-10-26 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
385686,Checked out,2023-10-24 18:14:29.883,2023-10-25 08:57:00.441,1,1,Comfort Double,Comfort Double,1,1,0
385178,Checked out,2023-10-24 17:23:08.188,2023-10-25 10:29:45.363,1,1,Comfort Double,Comfort Double,1,1,0
385828,Checked out,2023-10-24 22:10:46.228,2023-10-27 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383177,Checked out,2023-10-24 16:34:50.058,2023-10-26 07:31:08.075,2,2,Comfort Double,Comfort Double,1,1,0
383176,Checked out,2023-10-24 16:35:05.400,2023-10-26 07:25:04.075,2,2,Comfort Double,Comfort Double,1,1,0
383127,Checked out,2023-10-24 12:23:19.784,2023-10-25 10:20:50.693,1,2,Comfort Double,Comfort Double,2,2,0
384396,Checked out,2023-10-24 12:15:52.605,2023-10-27 10:42:10.584,3,6,Comfort Double,Comfort Double,2,2,0
383382,Checked out,2023-10-24 17:43:05.498,2023-10-26 09:01:37.508,2,2,Comfort Double,Comfort Double,1,1,0
378470,Checked out,2023-10-24 16:20:34.218,2023-10-25 08:26:06.463,1,1,Comfort Double,Comfort Double,1,1,0
381026,Checked out,2023-10-24 19:46:34.510,2023-10-28 07:29:46.881,4,8,Comfort Double,Comfort Double,2,2,0
377316,Checked out,2023-10-24 16:32:00.771,2023-10-25 08:02:54.124,1,1,Comfort Double,Comfort Double,1,1,0
385345,Checked out,2023-10-24 17:53:56.862,2023-10-27 11:54:14.966,3,3,Comfort Double,Comfort Double,1,1,0
385675,Checked out,2023-10-24 18:40:34.013,2023-10-25 08:47:01.667,1,1,Comfort Double,Comfort Double,1,1,0
385173,Checked out,2023-10-24 17:22:23.791,2023-10-25 10:26:57.946,1,1,Comfort Double,Comfort Double,1,1,0
345370,Checked out,2023-10-24 20:57:18.476,2023-10-26 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
385861,Checked out,2023-10-24 21:44:03.573,2023-10-25 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
385291,Checked out,2023-10-24 18:29:16.640,2023-10-26 10:12:09.693,2,2,Comfort Twin,Comfort Twin,1,1,0
385290,Checked out,2023-10-24 18:33:02.079,2023-10-26 10:01:17.604,2,4,Comfort Twin,Comfort Twin,2,2,0
385289,Checked out,2023-10-24 18:30:48.563,2023-10-26 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,2,0
384407,Checked out,2023-10-24 20:20:46.166,2023-10-28 04:31:55.254,4,8,Comfort Twin,Comfort Twin,2,2,0
385204,Checked out,2023-10-24 13:30:40.191,2023-10-26 10:59:52.788,2,4,Comfort Twin,Comfort Twin,2,2,0
384688,Checked out,2023-10-24 19:36:02.343,2023-10-25 07:09:39.939,1,1,Comfort Twin,Comfort Twin,1,1,0
384337,Checked out,2023-10-24 17:21:51.506,2023-10-25 08:26:49.670,1,1,Comfort Twin,Comfort Twin,1,1,0
383112,Checked out,2023-10-24 16:38:42.849,2023-10-25 07:05:31.533,1,1,Comfort Twin,Comfort Twin,1,1,0
382298,Checked out,2023-10-24 16:18:10.559,2023-10-25 07:20:13.065,1,1,Comfort Twin,Comfort Twin,1,1,0
385717,Checked out,2023-10-24 16:29:46.493,2023-10-27 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
378879,Checked out,2023-10-24 17:36:23.690,2023-10-27 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
385662,Checked out,2023-10-24 21:11:37.698,2023-10-25 08:57:43.983,1,1,Comfort Twin,Comfort Twin,1,1,0
384582,Checked out,2023-10-24 17:03:29.443,2023-10-27 10:38:37.581,3,6,Comfort Twin,Comfort Twin,2,2,0
384240,Checked out,2023-10-24 19:46:20.581,2023-10-28 10:37:15.320,4,8,Comfort Twin,Comfort Twin,2,2,0
376782,Checked out,2023-10-24 16:25:48.479,2023-10-25 08:06:15.712,1,1,Comfort Twin,Comfort Twin,1,1,0
385394,Checked out,2023-10-24 16:29:58.761,2023-10-25 10:08:38.377,1,2,Comfort Twin,Comfort Twin,2,2,0
382865,Checked out,2023-10-24 12:46:43.031,2023-10-26 09:11:35.801,2,6,Comfort Triple,Comfort Triple,3,3,0
385851,Checked out,2023-10-24 22:52:17.051,2023-10-28 12:53:32.328,4,8,Premium Double,Premium Double,2,2,0
385713,Checked out,2023-10-24 15:08:11.516,2023-10-25 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
383039,Checked out,2023-10-24 21:29:14.987,2023-10-25 08:44:33.443,1,1,Premium Double,Premium Double,1,1,0
379783,Checked out,2023-10-24 18:25:25.790,2023-10-26 07:20:17.825,2,4,Premium Twin,Premium Twin,2,2,0
384417,Checked out,2023-10-25 17:04:43.786,2023-10-28 11:00:00.000,3,6,Comfort Double,Comfort Double,2,1,1
380271,Checked out,2023-10-25 21:01:03.170,2023-10-29 10:36:44.613,4,8,Comfort Double,Comfort Double,2,2,0
384379,Checked out,2023-10-25 16:10:02.941,2023-10-28 06:17:07.098,3,6,Comfort Double,Comfort Double,2,2,0
385729,Checked out,2023-10-25 21:59:47.196,2023-10-29 11:00:00.000,4,8,Comfort Double,Comfort Double,2,1,1
385730,Checked out,2023-10-25 22:00:20.325,2023-10-29 08:31:35.981,4,8,Comfort Double,Comfort Double,2,1,1
385093,Checked out,2023-10-25 21:19:28.764,2023-10-27 08:14:47.877,2,2,Comfort Double,Comfort Double,1,1,0
384277,Checked out,2023-10-25 10:18:40.481,2023-10-28 10:52:29.197,3,3,Comfort Double,Comfort Double,1,1,0
378796,Checked out,2023-10-25 13:52:03.295,2023-10-27 08:26:55.701,2,2,Comfort Double,Comfort Double,1,1,0
385714,Checked out,2023-10-25 14:15:16.881,2023-10-27 07:19:37.345,2,4,Comfort Double,Comfort Double,2,2,0
384737,Checked out,2023-10-25 21:54:46.651,2023-10-29 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
383337,Checked out,2023-10-25 12:27:29.954,2023-10-27 06:15:38.774,2,2,Comfort Double,Comfort Double,1,1,0
385089,Checked out,2023-10-25 17:58:32.049,2023-10-28 10:16:36.769,3,6,Comfort Double,Comfort Double,2,2,0
384228,Checked out,2023-10-25 19:48:53.260,2023-10-27 08:07:47.852,2,2,Comfort Double,Comfort Double,1,1,0
385092,Checked out,2023-10-25 22:10:38.389,2023-10-27 08:16:04.350,2,2,Comfort Double,Comfort Double,1,1,0
384819,Checked out,2023-10-25 15:16:48.656,2023-10-28 10:55:39.749,3,6,Comfort Double,Comfort Double,2,2,0
384768,Checked out,2023-10-25 22:54:00.901,2023-10-26 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384419,Checked out,2023-10-25 14:48:27.237,2023-10-27 08:26:34.411,2,2,Comfort Double,Comfort Double,1,1,0
385232,Checked out,2023-10-25 18:19:49.358,2023-10-26 07:28:07.711,1,2,Comfort Double,Comfort Double,2,2,0
385902,Checked out,2023-10-25 10:00:20.094,2023-10-28 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
384615,Checked out,2023-10-25 14:11:44.555,2023-10-28 09:12:08.413,3,6,Comfort Double,Comfort Double,2,2,0
385281,Checked out,2023-10-26 00:01:08.306,2023-10-28 06:48:17.584,3,6,Comfort Double,Comfort Double,2,2,0
384493,Checked out,2023-10-25 19:35:16.981,2023-10-29 09:11:45.929,4,8,Comfort Double,Comfort Double,2,2,0
383240,Checked out,2023-10-25 15:08:26.750,2023-10-26 09:31:54.028,1,1,Comfort Double,Comfort Double,1,1,0
384375,Checked out,2023-10-25 16:09:46.775,2023-10-28 03:25:46.144,3,6,Comfort Double,Comfort Double,2,2,0
383820,Checked out,2023-10-25 12:29:39.764,2023-10-26 10:42:14.614,1,1,Comfort Double,Comfort Double,1,1,0
384494,Checked out,2023-10-25 19:35:36.889,2023-10-29 09:11:43.245,4,8,Comfort Double,Comfort Double,2,2,0
385932,Checked out,2023-10-25 16:25:06.670,2023-10-27 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
383124,Checked out,2023-10-25 22:59:24.026,2023-10-26 09:25:20.710,1,1,Comfort Double,Comfort Double,1,1,0
385860,Checked out,2023-10-25 16:53:55.344,2023-10-27 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
383239,Checked out,2023-10-25 15:04:10.421,2023-10-26 09:31:11.702,1,1,Comfort Double,Comfort Double,1,1,0
385099,Checked out,2023-10-25 17:16:33.933,2023-10-26 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384640,Checked out,2023-10-25 15:45:47.457,2023-10-26 09:18:10.761,1,1,Comfort Double,Comfort Double,1,1,0
384638,Checked out,2023-10-25 15:45:25.743,2023-10-26 09:17:50.909,1,1,Comfort Double,Comfort Double,1,1,0
384639,Checked out,2023-10-25 15:44:41.920,2023-10-26 09:18:20.700,1,1,Comfort Double,Comfort Double,1,1,0
383086,Checked out,2023-10-25 20:57:06.158,2023-10-26 08:21:22.812,1,1,Comfort Double,Comfort Double,1,1,0
385910,Checked out,2023-10-25 14:01:48.616,2023-10-26 10:34:26.525,1,1,Comfort Double,Comfort Double,1,1,0
385870,Checked out,2023-10-25 11:45:14.225,2023-10-26 08:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384076,Checked out,2023-10-25 20:41:46.428,2023-10-27 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
380676,Checked out,2023-10-25 14:24:10.504,2023-10-28 10:13:53.685,3,3,Comfort Double,Comfort Double,1,1,0
385911,Checked out,2023-10-25 14:02:34.968,2023-10-26 10:56:15.916,1,2,Comfort Double,Comfort Double,2,2,0
383241,Checked out,2023-10-25 15:05:41.647,2023-10-26 09:31:35.764,1,1,Comfort Double,Comfort Double,1,1,0
385903,Checked out,2023-10-25 15:24:00.867,2023-10-26 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
385892,Checked out,2023-10-25 12:43:02.636,2023-10-26 07:49:53.974,1,1,Comfort Double,Comfort Double,1,1,0
384573,Checked out,2023-10-25 21:54:50.722,2023-10-29 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
385001,Checked out,2023-10-25 14:19:35.529,2023-10-28 01:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
384733,Checked out,2023-10-25 20:09:44.126,2023-10-26 09:08:43.082,1,2,Comfort Double,Comfort Double,2,1,1
385572,Checked out,2023-10-25 22:09:09.308,2023-10-26 09:38:42.803,1,1,Comfort Double,Comfort Double,1,1,0
384236,Checked out,2023-10-25 17:01:58.774,2023-10-26 10:59:43.694,1,1,Comfort Double,Comfort Double,1,1,0
385710,Checked out,2023-10-25 16:29:57.078,2023-10-28 08:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
384291,Checked out,2023-10-25 20:02:34.695,2023-10-31 10:51:41.272,6,12,Comfort Twin,Comfort Twin,2,2,0
385930,Checked out,2023-10-25 12:18:57.388,2023-10-26 04:30:27.376,1,1,Comfort Twin,Comfort Twin,1,1,0
384223,Checked out,2023-10-25 11:30:57.412,2023-10-29 10:48:20.471,4,4,Comfort Twin,Comfort Twin,1,1,0
383923,Checked out,2023-10-25 17:24:34.968,2023-10-29 07:44:34.702,4,8,Comfort Twin,Comfort Twin,2,2,0
382874,Checked out,2023-10-25 10:21:34.873,2023-10-28 11:00:00.000,3,3,Comfort Twin,Comfort Twin,1,1,0
384727,Checked out,2023-10-25 16:37:59.262,2023-10-27 08:18:35.306,2,4,Comfort Twin,Comfort Twin,2,2,0
381717,Checked out,2023-10-25 16:06:32.111,2023-10-27 08:39:20.923,2,2,Comfort Double,Comfort Twin,1,1,0
381561,Checked out,2023-10-25 19:17:19.604,2023-10-27 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,2,0
384391,Checked out,2023-10-25 11:48:11.384,2023-10-28 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
385848,Checked out,2023-10-25 14:13:34.843,2023-10-26 10:46:34.856,1,1,Comfort Twin,Comfort Twin,1,1,0
378828,Checked out,2023-10-25 17:42:26.514,2023-10-27 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
385831,Checked out,2023-10-25 18:37:01.988,2023-10-26 09:38:56.003,1,2,Comfort Twin,Comfort Twin,2,2,0
385441,Checked out,2023-10-25 22:49:48.795,2023-10-26 09:10:49.834,1,2,Comfort Twin,Comfort Twin,2,2,0
381566,Checked out,2023-10-25 16:50:12.625,2023-10-27 11:00:00.000,2,6,Comfort Triple,Comfort Triple,3,3,0
383212,Checked out,2023-10-25 10:56:17.151,2023-10-28 09:57:56.741,3,9,Comfort Triple,Comfort Triple,3,3,0
383540,Checked out,2023-10-25 17:32:10.417,2023-10-26 08:14:19.135,1,1,Premium Double,Premium Double,1,1,0
379264,Checked out,2023-10-25 16:04:19.805,2023-10-27 11:00:00.000,2,2,Premium Double,Premium Double,1,1,0
382884,Checked out,2023-10-25 18:57:52.280,2023-10-28 01:00:00.000,3,3,Premium Double,Premium Double,1,1,0
386020,Checked out,2023-10-26 00:12:50.193,2023-10-26 08:23:38.242,1,2,Premium Double,Premium Double,2,2,0
385437,Checked out,2023-10-26 17:02:08.423,2023-10-29 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
385471,Checked out,2023-10-26 17:21:49.423,2023-10-29 09:10:49.054,3,6,Comfort Double,Comfort Double,2,2,0
382140,Checked out,2023-10-26 11:13:57.876,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383722,Checked out,2023-10-26 17:42:11.285,2023-10-31 10:51:20.262,5,10,Comfort Double,Comfort Double,2,2,0
385445,Checked out,2023-10-26 18:04:47.597,2023-10-29 09:31:55.580,3,6,Comfort Double,Comfort Double,2,2,0
385881,Checked out,2023-10-26 13:27:38.588,2023-10-28 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
385728,Checked out,2023-10-26 18:41:39.918,2023-10-30 06:58:42.203,4,4,Comfort Double,Comfort Double,1,1,0
384361,Checked out,2023-10-26 20:47:06.281,2023-10-29 09:32:49.974,3,3,Comfort Double,Comfort Double,1,1,0
383911,Checked out,2023-10-26 14:21:01.646,2023-10-30 01:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
385246,Checked out,2023-10-27 00:26:49.301,2023-10-29 10:24:30.654,3,3,Comfort Double,Comfort Double,1,1,0
372569,Checked out,2023-10-26 22:04:44.617,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
384345,Checked out,2023-10-26 22:20:40.485,2023-10-28 07:14:43.089,2,4,Comfort Double,Comfort Double,2,2,0
384574,Checked out,2023-10-26 11:11:10.983,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
384587,Checked out,2023-10-26 18:50:28.218,2023-10-28 10:52:17.726,2,2,Comfort Double,Comfort Double,1,1,0
384409,Checked out,2023-10-26 07:09:40.301,2023-10-28 04:32:17.203,2,2,Comfort Double,Comfort Double,1,1,0
385150,Checked out,2023-10-26 17:44:31.123,2023-10-27 07:55:18.954,1,1,Comfort Double,Comfort Double,1,1,0
384729,Checked out,2023-10-26 13:34:25.532,2023-10-28 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
384730,Checked out,2023-10-26 13:30:32.467,2023-10-28 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
382617,Checked out,2023-10-26 17:58:32.051,2023-11-02 08:03:59.328,7,14,Comfort Double,Comfort Double,2,2,0
379681,Checked out,2023-10-26 23:50:03.629,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
379298,Checked out,2023-10-26 23:45:41.610,2023-10-29 10:43:51.405,3,6,Comfort Double,Comfort Double,2,2,0
378306,Checked out,2023-10-26 20:03:19.339,2023-10-29 10:34:57.763,3,6,Comfort Double,Comfort Double,2,2,0
379582,Checked out,2023-10-26 12:26:24.706,2023-10-30 10:41:00.690,4,8,Comfort Double,Comfort Double,2,2,0
381357,Checked out,2023-10-26 23:58:59.537,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
374937,Checked out,2023-10-26 15:58:13.508,2023-10-29 09:30:04.353,3,6,Comfort Double,Comfort Double,2,2,0
378692,Checked out,2023-10-26 12:26:13.029,2023-10-28 10:10:49.806,2,4,Comfort Double,Comfort Double,2,2,0
367262,Checked out,2023-10-26 15:27:53.086,2023-10-29 10:08:36.699,3,6,Comfort Double,Comfort Double,2,2,0
384710,Checked out,2023-10-27 10:16:08.147,2023-10-27 11:00:00.000,1,2,Comfort Double,Comfort Double,2,1,1
367261,Checked out,2023-10-26 15:27:00.785,2023-10-29 10:08:36.699,3,6,Comfort Double,Comfort Double,2,2,0
366667,Checked out,2023-10-26 15:24:57.775,2023-10-29 10:02:12.103,3,6,Comfort Double,Comfort Double,2,2,0
384006,Checked out,2023-10-26 12:40:15.264,2023-10-27 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
383906,Checked out,2023-10-26 21:54:49.977,2023-10-27 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
379297,Checked out,2023-10-26 19:12:53.213,2023-10-29 10:30:49.239,3,6,Comfort Double,Comfort Double,2,2,0
381765,Checked out,2023-10-26 20:29:29.819,2023-10-30 08:00:35.057,4,4,Comfort Double,Comfort Double,1,1,0
382797,Checked out,2023-10-26 22:42:55.253,2023-10-29 11:00:00.000,3,6,Comfort Double,Comfort Double,2,1,1
385148,Checked out,2023-10-26 17:36:55.827,2023-10-27 07:49:35.769,1,1,Comfort Double,Comfort Double,1,1,0
384479,Checked out,2023-10-26 23:55:06.147,2023-10-27 08:49:28.402,1,1,Comfort Double,Comfort Double,1,1,0
385939,Checked out,2023-10-27 00:54:54.558,2023-10-30 10:51:06.580,4,8,Comfort Double,Comfort Double,2,2,0
383886,Checked out,2023-10-26 21:59:03.518,2023-10-27 08:34:26.499,1,1,Comfort Double,Comfort Double,1,1,0
383963,Checked out,2023-10-26 21:19:22.443,2023-10-28 07:34:43.657,2,4,Comfort Double,Comfort Double,2,2,0
385149,Checked out,2023-10-26 17:45:48.596,2023-10-27 07:38:51.540,1,1,Comfort Double,Comfort Double,1,1,0
385102,Checked out,2023-10-26 16:26:51.734,2023-10-28 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
384921,Checked out,2023-10-26 17:29:31.817,2023-10-27 10:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
382798,Checked out,2023-10-26 20:24:42.226,2023-10-27 09:29:25.946,1,1,Comfort Double,Comfort Double,1,1,0
384024,Checked out,2023-10-26 17:55:59.938,2023-10-29 09:58:05.286,3,6,Comfort Twin,Comfort Twin,2,2,0
384864,Checked out,2023-10-26 15:44:55.506,2023-10-28 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,1,1
384425,Checked out,2023-10-26 08:40:48.798,2023-11-02 06:45:36.412,7,7,Comfort Twin,Comfort Twin,1,1,0
384108,Checked out,2023-10-26 12:17:09.080,2023-10-27 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
385174,Checked out,2023-10-26 13:06:45.185,2023-10-28 10:58:33.045,2,4,Comfort Twin,Comfort Twin,2,2,0
386046,Checked out,2023-10-26 14:48:13.307,2023-10-28 04:26:55.761,2,4,Comfort Twin,Comfort Twin,2,2,0
386098,Checked out,2023-10-26 17:26:43.365,2023-10-27 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
386073,Checked out,2023-10-26 10:44:47.558,2023-10-27 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
386097,Checked out,2023-10-26 17:26:27.294,2023-10-27 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
386081,Checked out,2023-10-26 16:34:46.014,2023-10-27 08:07:09.636,1,1,Comfort Twin,Comfort Twin,1,1,0
385955,Checked out,2023-10-26 17:28:13.168,2023-10-27 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
385491,Checked out,2023-10-26 07:14:14.568,2023-10-27 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
385682,Checked out,2023-10-26 17:31:06.124,2023-10-27 10:56:34.581,1,2,Comfort Twin,Comfort Twin,2,2,0
385432,Checked out,2023-10-26 15:23:02.889,2023-10-27 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
384217,Checked out,2023-10-26 15:54:40.587,2023-10-27 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
384346,Checked out,2023-10-26 22:20:53.928,2023-10-28 07:14:43.089,2,6,Comfort Triple,Comfort Triple,3,3,0
385492,Checked out,2023-10-26 13:04:26.307,2023-10-27 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,2,1
385030,Checked out,2023-10-26 17:30:46.297,2023-10-29 10:01:30.245,3,6,Premium Double,Premium Double,2,2,0
384133,Checked out,2023-10-26 18:22:55.853,2023-10-28 11:00:00.000,2,4,Premium Double,Premium Double,2,2,0
378154,Checked out,2023-10-26 14:58:07.574,2023-10-28 09:59:11.174,2,4,Premium Double,Premium Double,2,2,0
380649,Checked out,2023-10-26 18:41:22.367,2023-10-27 09:06:20.620,1,2,Premium Double,Premium Double,2,2,0
384144,Checked out,2023-10-26 16:10:44.578,2023-10-30 11:00:00.000,4,4,Premium Double,Premium Double,1,1,0
375941,Checked out,2023-10-27 00:41:29.863,2023-10-29 11:00:00.000,3,6,Premium Double,Premium Double,2,2,0
383072,Checked out,2023-10-26 07:20:36.768,2023-10-27 09:21:57.013,1,2,Premium Twin,Premium Twin,2,2,0
381556,Checked out,2023-10-27 17:54:24.729,2023-10-28 07:28:44.442,1,2,Comfort Double,Comfort Double,2,2,0
385025,Checked out,2023-10-27 19:52:29.920,2023-10-30 08:51:57.970,3,6,Comfort Double,Comfort Double,2,2,0
384159,Checked out,2023-10-27 16:10:40.523,2023-10-31 10:13:40.722,4,8,Comfort Double,Comfort Double,2,2,0
384306,Checked out,2023-10-27 14:57:09.557,2023-10-29 09:28:46.348,2,2,Comfort Double,Comfort Double,1,1,0
385579,Checked out,2023-10-27 13:09:52.875,2023-10-29 07:01:58.875,2,4,Comfort Double,Comfort Double,2,2,0
351634,Checked out,2023-10-27 14:50:30.402,2023-10-30 08:41:07.841,3,6,Comfort Double,Comfort Double,2,2,0
351637,Checked out,2023-10-27 14:49:48.590,2023-10-30 08:48:29.327,3,3,Comfort Double,Comfort Double,1,1,0
384303,Checked out,2023-10-27 14:38:06.756,2023-10-29 09:11:04.862,2,4,Comfort Double,Comfort Double,2,2,0
384003,Checked out,2023-10-27 09:31:33.122,2023-10-28 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
383113,Checked out,2023-10-27 16:23:09.185,2023-10-30 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
382443,Checked out,2023-10-27 16:49:43.883,2023-11-01 10:51:09.864,5,10,Comfort Double,Comfort Double,2,2,0
384304,Checked out,2023-10-27 14:54:08.105,2023-10-29 09:11:25.067,2,4,Comfort Double,Comfort Double,2,2,0
378461,Checked out,2023-10-27 17:19:08.840,2023-10-30 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
372020,Checked out,2023-10-27 14:40:34.666,2023-10-29 09:48:17.983,2,4,Comfort Double,Comfort Double,2,2,0
372019,Checked out,2023-10-27 08:44:10.282,2023-10-29 09:23:02.797,2,4,Comfort Double,Comfort Double,2,2,0
363187,Checked out,2023-10-27 15:43:29.657,2023-10-30 07:08:45.675,3,6,Comfort Double,Comfort Double,2,2,0
361500,Checked out,2023-10-27 12:51:24.414,2023-10-30 10:47:24.922,3,3,Comfort Double,Comfort Double,1,1,0
378308,Checked out,2023-10-27 16:24:53.597,2023-10-30 10:41:45.792,3,6,Comfort Double,Comfort Double,2,2,0
377459,Checked out,2023-10-27 14:38:44.972,2023-10-28 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
382794,Checked out,2023-10-27 14:41:42.277,2023-10-29 10:20:18.288,2,4,Comfort Double,Comfort Double,2,2,0
384014,Checked out,2023-10-27 13:25:31.854,2023-10-29 10:48:44.868,2,2,Comfort Double,Comfort Double,1,1,0
383907,Checked out,2023-10-27 13:18:28.838,2023-10-29 10:56:24.670,2,2,Comfort Double,Comfort Double,1,1,0
378307,Checked out,2023-10-27 16:24:23.195,2023-10-30 10:08:06.587,3,6,Comfort Double,Comfort Double,2,2,0
384416,Checked out,2023-10-27 20:49:15.781,2023-10-30 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
385175,Checked out,2023-10-27 16:25:01.694,2023-10-28 10:55:22.856,1,1,Comfort Double,Comfort Double,1,1,0
384922,Checked out,2023-10-27 17:35:30.876,2023-10-29 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
377458,Checked out,2023-10-27 16:54:24.455,2023-10-28 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
354070,Checked out,2023-10-27 11:10:34.369,2023-10-28 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384907,Checked out,2023-10-27 13:16:22.183,2023-10-29 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
385298,Checked out,2023-10-27 17:35:49.209,2023-10-29 10:23:43.137,2,4,Comfort Double,Comfort Double,2,2,0
